url,status_now,score,hits_404log,first_seen,last_seen,gsc_clicks,gsc_impr,ai_impr,googlebot_14d,ext_ref_14d,relevance,content_row_exists,closest_live_page,similarity,classification,proposed_destination,curated_decision,curated_destination,curated_reason
/p/san-mateo-safety,404,9.0,9,2026-08-14,2026-09-24,0,0,0,0,0,general,False,/p/swim-instructor-pool-rental-san-mateo,0.33,410,,,,
/p/top-backyard-guest-amenities,404,9.0,9,2026-08-28,2026-09-24,0,0,0,0,0,core,False,/p/best-photoshoots-pool-amenities,0.2,410,,,,
/p/what-is-a-plunge-pool,404,9.0,9,2026-07-10,2026-09-19,0,0,0,0,0,general,False,/p/elearning-academy-cold-plunge-wellness-soak-hosting-off-season-revenue,0.1,410,,,,
/p/average-pool-maintenance-cost,404,8.0,8,2026-07-22,2026-09-06,0,0,0,0,0,general,False,/p/pool-maintenance,0.33,410,,,,
/p/backyard-amenities-for-rental-income,404,8.0,8,2026-08-23,2026-09-24,0,0,0,0,0,core,False,/p/taxesforpoolhosts,0.4,410,,,,
/p/backyard-pool-lighting-ideas,404,8.0,8,2026-08-15,2026-09-15,0,0,0,0,0,core,False,/p/howtoturnyourbackyardpoolintoabusinessasset,0.25,410,,,,
/p/backyard-privacy-landscaping,404,8.0,8,2026-08-14,2026-09-15,0,0,0,0,0,core,False,/p/elearning-academy-landscaping-for-privacy-noise-reduction,0.29,410,,,,
/p/chlorine-vs-salt,404,8.0,8,2026-08-15,2026-09-22,0,0,0,0,0,off-topic/maintenance,False,/p/best-chlorine-for-pools,0.5,REDIRECT (equivalent page),/p/best-chlorine-for-pools,,,
/p/closing-your-pool-for-the-winter,404,8.0,8,2026-08-16,2026-09-15,0,0,0,0,0,general,False,/p/winterizing-a-pool,0.33,410,,,,
/p/how-much-does-it-cost-to-build-a-pool,404,8.0,8,2026-07-10,2026-09-14,0,0,0,0,0,general,False,/p/how-long-does-it-take-to-build-a-pool,0.43,410,,,,
/p/how-to-balance-pool-water,404,8.0,8,2026-08-15,2026-09-16,0,0,0,0,0,general,False,/p/cleanwatermanagementforpoolrentals,0.33,410,,,,
/p/how-to-rent-your-pool-for-money,404,8.0,8,2026-08-20,2026-09-16,0,0,0,0,0,core,False,/p/how-to-rent-out-your-pool,0.33,410,,,,
/p/insurance,404,8.0,8,2026-07-09,2026-08-26,0,0,0,0,0,core,False,/p/insurance-guide-for-pool-owners,0.5,REDIRECT (equivalent page) — INSURANCE TOPIC: Derek decides (rule 8),/p/insurance-guide-for-pool-owners,,,
/p/maintenance,404,8.0,8,2026-08-16,2026-09-23,0,0,0,0,0,general,False,/p/pool-maintenance,1.0,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/pool-house-rules,404,8.0,8,2026-08-23,2026-09-09,0,0,0,0,0,general,False,/p/pool-rules-generator,0.33,410,,,,
/p/pool-safety-gear,404,8.0,8,2026-08-15,2026-09-22,0,0,0,0,0,general,False,/p/pool-safety-essentials,0.33,410,,,,
/p/standard-pool-size-guide-how-long-is-an-olympic-pool,404,8.0,8,2026-07-10,2026-09-24,0,0,0,0,0,general,False,/p/standard-private-pool-rules-for-guests,0.14,410,,,,
/p/the-green-transformation-what-happens-when-a-pool-is-neglected,404,8.0,8,2026-07-09,2026-09-13,0,0,0,0,0,general,False,/p/green-bay,0.17,410,,,,
/p/elearning-academy-email-marketing-campaigns,404,7.0,7,2026-08-08,2026-09-17,0,0,0,0,0,core,False,/p/elearning-academy-content-marketing-for-pool-rentals,0.43,410,,,,
/p/elearning-academy-scaling-your-pool-rental-business,404,7.0,7,2026-07-09,2026-09-07,0,0,0,0,0,core,False,/p/elearning-academy-forming-llc-for-your-pool-rental-business-for-hosts,0.5,REDIRECT (equivalent page),/p/elearning-academy-forming-llc-for-your-pool-rental-business-for-hosts,,,
/p/m-tiki-to-casino-nights,404,7.0,7,2026-07-31,2026-09-16,0,0,0,0,0,general,False,/p/themed-pool-parties-for-adults-from-tiki-to-casino-nights,0.43,410,,,,
/p/pool-amenity-roi,404,7.0,7,2026-07-13,2026-09-11,0,0,0,0,0,general,False,/p/elearning-academy-mastering-digital-waivers-roi-calculators-signage,0.11,410,,,,
/p/rent-a-swimming-pool-menifee-ca-lakeland-village,404,7.0,7,2026-07-09,2026-09-25,0,0,0,0,0,core,False,/p/rent-a-swimming-pool-fontana-ca,0.43,410,,,,
/p/safety-requirements-for-pool-hosting,404,7.0,7,2026-08-14,2026-09-23,0,0,0,0,0,core,False,/p/pool-safety-requirements-for-hosts,0.5,REDIRECT (equivalent page),/p/pool-safety-requirements-for-hosts,,,
/p/starting-a-pool-rental,404,7.0,7,2026-08-22,2026-09-25,0,0,0,0,0,core,False,/p/about,0.33,410,,,,
/p/the-evolution-of-pool-design-a-brief-history,404,7.0,7,2026-07-08,2026-09-23,0,0,0,0,0,off-topic/maintenance,False,/p/antidis,0.2,410,,,,
/p/tips-for-maintaining-your-pool,404,7.0,7,2026-08-14,2026-09-15,0,0,0,0,0,general,False,/p/pool-maintenance-tips,0.33,410,,,,
/p/winterizing-pa-pools,404,7.0,7,2026-08-15,2026-09-17,0,0,0,0,0,general,False,/p/winterizing-a-pool,0.5,REDIRECT (equivalent page),/p/winterizing-a-pool,,,
/p/alabama,404,6.0,6,2026-09-08,2026-09-08,0,0,0,0,0,general,False,/p/pool-rentals-alabama,0.5,REDIRECT (equivalent page),/p/pool-rentals-alabama,,,
/p/budgeting-for-a-pool-cost-effective-strategies,404,6.0,6,2026-07-13,2026-08-24,0,0,0,0,0,general,False,/p/cost-of-building-a-pool-in-2026,0.17,410,,,,
/p/elearning-academy-photography-tips,404,6.0,6,2026-08-08,2026-09-23,0,0,0,0,0,core,False,/p/pool-photography-tips,0.5,REDIRECT (equivalent page),/p/pool-photography-tips,,,
/p/elearning-academy-social-media-marketing,404,6.0,6,2026-07-06,2026-09-23,0,0,0,0,0,core,False,/p/elearning-academy-effortless-social-media-management-with-buffer,0.5,REDIRECT (equivalent page),/p/elearning-academy-effortless-social-media-management-with-buffer,,,
/p/how-to-clean-pool-after-rental,404,6.0,6,2026-07-14,2026-09-24,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/income-optimization,404,6.0,6,2026-08-22,2026-09-15,0,0,0,0,0,core,False,/p/taxesforpoolhosts,0.33,410,,,,
/p/pool-cleaner-cost,404,6.0,6,2026-08-24,2026-09-14,0,0,0,0,0,general,False,/p/cost-of-building-a-pool-in-2026,0.25,410,,,,
/p/pool-landscaping-tips,404,6.0,6,2026-08-15,2026-09-22,0,0,0,0,0,off-topic/maintenance,False,/p/pool-maintenance-tips,0.33,410,,,,
/p/pool-rental-liability-insurance-for-hosts,404,6.0,6,2026-07-09,2026-08-03,0,0,0,0,0,core,False,/p/insurance-guide-for-pool-owners,0.4,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/pool-safety-equipment,404,6.0,6,2026-08-21,2026-09-14,0,0,0,0,0,general,False,/p/safety-equipment-for-pool-hosts,0.67,REDIRECT (equivalent page),/p/safety-equipment-for-pool-hosts,,,
/p/prepare-pool-rentals,404,6.0,6,2026-07-15,2026-09-06,0,0,0,0,0,core,False,/p/pool-rentals,0.5,REDIRECT (equivalent page),/p/pool-rentals,,,
/p/rent-a-swimming-pool-katy-texas-cypress-river-oasis,404,6.0,6,2026-08-24,2026-09-25,0,0,0,0,0,core,False,/p/katytexas,0.38,410,,,,
/p/saltwater-vs-chlorine-for-rental-pools,404,6.0,6,2026-09-08,2026-09-23,0,0,0,0,0,core,False,/p/best-chlorine-for-pools,0.33,410,,,,
/p/tips-for-successful-pool-hosting,404,6.0,6,2026-08-12,2026-09-14,0,0,0,0,0,core,False,/p/hosting,0.33,410,,,,
/p/backyard-rental-tips,404,5.0,5,2026-08-30,2026-09-22,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/elearning-academy-advanced-water-chemistry,404,5.0,5,2026-07-12,2026-09-05,0,0,0,0,0,core,False,/p/elearning-academy-advanced-water-chemistry-for-pool-hosts,0.83,REDIRECT (equivalent page),/p/elearning-academy-advanced-water-chemistry-for-pool-hosts,,,
/p/elearning-academy-become-a-top-host,404,5.0,5,2026-08-22,2026-09-16,0,0,0,0,0,core,False,/p/elearning-academy-become-a-top-host-transforming-pool-rentals,0.71,REDIRECT (equivalent page),/p/elearning-academy-become-a-top-host-transforming-pool-rentals,,,
/p/elearning-academy-cleanwatermanagementforpoolrentals,404,5.0,5,2026-08-10,2026-09-17,0,0,0,0,0,core,False,/p/elearning-academy-ai-for-pool-hosts,0.4,410,,,,
/p/elearning-academy-fivestarguestcheckin,404,5.0,5,2026-08-09,2026-09-17,0,0,0,0,0,core,False,/p/elearning-academy-ai-for-pool-hosts,0.4,410,,,,
/p/elearning-academy-guest-experience-optimization,404,5.0,5,2026-07-09,2026-09-24,0,0,0,0,0,core,False,/p/elearning-academy-guest-pool-etiquette-guide,0.5,REDIRECT (equivalent page),/p/elearning-academy-guest-pool-etiquette-guide,,,
/p/elearning-academy-insuranceandlegalessentialsforpoolhostscourse,404,5.0,5,2026-07-10,2026-09-16,0,0,0,0,0,core,False,/p/elearning-academy-ai-for-pool-hosts,0.4,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/elearning-academy-pool-rental-business-plan,404,5.0,5,2026-07-08,2026-09-13,0,0,0,0,0,core,False,/p/elearning-academy-forming-llc-for-your-pool-rental-business-for-hosts,0.5,REDIRECT (equivalent page),/p/elearning-academy-forming-llc-for-your-pool-rental-business-for-hosts,,,
/p/elearning-academy-pool-safety-for-hosts,404,5.0,5,2026-07-14,2026-09-14,0,0,0,0,0,core,False,/p/elearning-academy-swimming-pool-safety-for-hosts,0.8,REDIRECT (equivalent page),/p/elearning-academy-swimming-pool-safety-for-hosts,,,
/p/elearning-academy-upselling-pool-amenities,404,5.0,5,2026-07-08,2026-09-16,0,0,0,0,0,core,False,/p/elearning-academy-maximizing-revenue-upselling-pool-amenities,0.67,REDIRECT (equivalent page),/p/elearning-academy-maximizing-revenue-upselling-pool-amenities,,,
/p/how-to-rent-out-your-pool-for-money,404,5.0,5,2026-07-30,2026-09-09,0,0,0,0,0,core,False,/p/how-to-rent-out-your-pool,0.67,REDIRECT (equivalent page),/p/how-to-rent-out-your-pool,,,
/p/indoor-pool-rentals,404,5.0,5,2026-09-04,2026-09-08,0,0,0,0,0,core,False,/p/indoor-pool-rentals-near-me,0.5,REDIRECT (equivalent page),/p/indoor-pool-rentals-near-me,,,
/p/las-vegas,404,5.0,5,2026-07-16,2026-09-14,0,0,0,0,0,general,False,/p/las-vegas-search-page,0.5,REDIRECT (equivalent page),/p/las-vegas-search-page,,,
/p/pool-fence-ideas-and-costs,404,5.0,5,2026-08-22,2026-09-22,0,0,0,0,0,general,False,/p/poolside-brunch-ideas,0.2,410,,,,
/p/pool-rental-arizona,404,5.0,5,2026-08-25,2026-09-22,0,0,0,0,0,core,False,/p/guide-to-quinceanera-pool-rental-buckeye-az,0.4,410,,,,
/p/preparing-your-pool-for-rental-guests,404,5.0,5,2026-08-28,2026-09-14,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/pricing-your-pool,404,5.0,5,2026-08-13,2026-09-17,0,0,0,0,0,core,False,/p/pool-host-pricing-strategy,0.33,410,,,,
/p/small-pool-backyard-ideas,404,5.0,5,2026-08-26,2026-09-14,0,0,0,0,0,core,False,/p/howtoturnyourbackyardpoolintoabusinessasset,0.25,410,,,,
/p/smart-pool-rules-for-your-rental,404,5.0,5,2026-08-12,2026-09-14,0,0,0,0,0,core,False,/p/about,0.25,410,,,,
/p/tax-write-offs-for-pool-hosts,404,5.0,5,2026-07-12,2026-09-05,0,0,0,0,0,core,False,/p/pool-rental-tax-write-offs-canada,0.67,REDIRECT (equivalent page),/p/pool-rental-tax-write-offs-canada,,,
/p/common-pool-chlorinator-issues-and-how-to-address-them-for-a-better-pool-rental-experience,404,4.0,4,2026-08-27,2026-08-31,0,0,0,0,0,core,False,/p/rainy-day-how-to-salvage-your-pool-rental-experience,0.18,410,,,,
/p/creating-a-theme-for-your-pool-tips-and-ideas,404,4.0,4,2026-07-18,2026-09-23,0,0,0,0,0,general,False,/p/pool-maintenance-tips,0.2,410,,,,
/p/elearning-academy-emergency-response-training,404,4.0,4,2026-08-12,2026-09-16,0,0,0,0,0,core,False,/p/elearning-academy-drowning-response-in-pools-for-hosts,0.43,410,,,,
/p/elearning-academy-pricing-dynamic-revenue,404,4.0,4,2026-07-07,2026-09-05,0,0,0,0,0,core,False,/p/elearning-academy-pricing-and-dynamic-revenue-management-guide,0.83,REDIRECT (equivalent page),/p/elearning-academy-pricing-and-dynamic-revenue-management-guide,,,
/p/florida,404,4.0,4,2026-09-08,2026-09-08,0,0,0,0,0,general,False,/p/pool-rentals-florida,0.5,REDIRECT (equivalent page),/p/pool-rentals-florida,,,
/p/hosting-tips-for-private-pool-owners,404,4.0,4,2026-08-26,2026-09-14,0,0,0,0,0,core,False,/p/hosting,0.25,410,,,,
/p/how-much-to-rent-out-pool-for,404,4.0,4,2026-09-05,2026-09-22,0,0,0,0,0,core,False,/p/how-to-rent-out-your-pool,0.67,REDIRECT (equivalent page),/p/how-to-rent-out-your-pool,,,
/p/how-to-become-a-pool-host,404,4.0,4,2026-08-25,2026-09-15,0,0,0,0,0,core,False,/p/become-a-host,1.0,REDIRECT (equivalent page),/p/become-a-host,,,
/p/how-to-make-your-pool-rental-stand-out,404,4.0,4,2026-07-07,2026-09-24,0,0,0,0,0,core,False,/p/make-money-renting-out-your-pool,0.33,410,,,,
/p/how-to-remove-calcium-scaling,404,4.0,4,2026-08-16,2026-09-14,0,0,0,0,0,general,False,/p/how-to-remove-sand-from-your-pool,0.25,410,,,,
/p/indoor-pools,404,4.0,4,2026-09-04,2026-09-14,0,0,0,0,0,general,False,/p/indoor-pool-rentals-near-me,0.25,410,,,,
/p/insurance-coverage-for-pool-hosts,404,4.0,4,2026-07-07,2026-09-05,0,0,0,0,0,core,False,/p/insurance-guide-for-pool-owners,0.5,REDIRECT (equivalent page) — INSURANCE TOPIC: Derek decides (rule 8),/p/insurance-guide-for-pool-owners,,,
/p/managing-bather-loads,404,4.0,4,2026-08-26,2026-09-15,0,0,0,0,0,general,False,/p/elearning-academy-managing-parking-neighborhood-traffic-flow,0.11,410,,,,
/p/maximizing-host-income,404,4.0,4,2026-08-26,2026-09-14,0,0,0,0,0,core,False,/p/become-a-host,0.25,410,,,,
/p/pool-chemicals-101,404,4.0,4,2026-08-27,2026-09-14,0,0,0,0,0,off-topic/maintenance,False,/p/too-many-pool-chemicals-risks-and-fixes,0.17,410,,,,
/p/pool-heaters,404,4.0,4,2026-09-02,2026-09-14,0,0,0,0,0,off-topic/maintenance,False,,0,410,,,,
/p/pool-maintenance-for-hosts,404,4.0,4,2026-08-25,2026-09-09,0,0,0,0,0,core,False,/p/pool-maintenance,0.5,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/pool-rental-for-birthday-parties,404,4.0,4,2026-08-25,2026-09-22,0,0,0,0,0,core,False,/p/birthday-parties-pool-rental-policy,0.75,REDIRECT (equivalent page),/p/birthday-parties-pool-rental-policy,,,
/p/pool-rental-insurance-everything-hosts-need-to-know,404,4.0,4,2026-08-26,2026-09-18,0,0,0,0,0,core,False,/p/insurance-guide-for-pool-owners,0.43,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/pool-rental-safety-standards,404,4.0,4,2026-08-26,2026-09-14,0,0,0,0,0,core,False,/p/trustsafety,0.5,REDIRECT (equivalent page),/p/trustsafety,,,
/p/pool-skimmer-maintenance,404,4.0,4,2026-09-05,2026-09-14,0,0,0,0,0,general,False,/p/pool-maintenance,0.5,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/rent-a-pool-for-dogs,404,4.0,4,2026-08-25,2026-09-13,0,0,0,0,0,core,False,/p/how-to-rent-out-your-pool,0.33,410,,,,
/p/rent-a-swimming-pool-las-vegas-summerlin,404,4.0,4,2026-07-09,2026-09-13,0,0,0,0,0,core,False,/p/become-a-swimming-pool-host-las-vegas-nm,0.38,410,,,,
/p/setting-your-hourly-pool-rental-rate,404,4.0,4,2026-08-30,2026-09-14,0,0,0,0,0,core,False,/p/setting-your-pool-rental-price,0.4,410,,,,
/p/terms,404,4.0,4,2026-07-24,2026-07-24,0,0,0,0,0,general,False,,0,410,,,,
/p/the-essential-pool-host-checklist,404,4.0,4,2026-08-25,2026-09-18,0,0,0,0,0,core,False,/p/pool-host-checklist,0.67,REDIRECT (equivalent page),/p/pool-host-checklist,,,
/p/ultimate,404,4.0,1,2026-09-18,2026-09-18,0,0,0,0,1,general,False,,0,410,,,,
/p/users,404,4.0,4,2026-08-28,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/wyoming,404,4.0,4,2026-09-08,2026-09-08,0,0,0,0,0,general,False,/p/pool-rentals-wyoming,0.5,REDIRECT (equivalent page),/p/pool-rentals-wyoming,,,
/p/zero-drowning-initiative,404,4.0,4,2026-07-10,2026-09-05,0,0,0,0,0,general,False,/p/ai-cameras-pool-safety-drowning-prevention,0.14,410,,,,
/p/100-niche-pool-rental-ideas,404,3.0,3,2026-08-07,2026-09-06,0,0,0,0,0,core,False,/p/100-niche-ideas-for-branding-your-pool-rental-business,0.67,REDIRECT (equivalent page),/p/100-niche-ideas-for-branding-your-pool-rental-business,,,
/p/2021,404,3.0,3,2026-08-28,2026-08-28,0,0,0,0,0,general,False,,0,410,,,,
/p/2022,404,3.0,3,2026-08-28,2026-08-28,0,0,0,0,0,general,False,,0,410,,,,
/p/2023,404,3.0,3,2026-08-28,2026-08-28,0,0,0,0,0,general,False,/p/swimming-pool-accidents-2023-2024-news-and-safety-tips,0.14,410,,,,
/p/2024,404,3.0,3,2026-08-28,2026-08-28,0,0,0,0,0,general,False,/p/top-pool-maintenance-apps-and-smart-tech-2024,0.17,410,,,,
/p/2025,404,3.0,3,2026-08-28,2026-08-28,0,0,0,0,0,general,False,/p/antidis,0.5,REDIRECT (equivalent page),/p/antidis,,,
/p/2026,404,3.0,3,2026-08-28,2026-08-28,0,0,0,0,0,general,False,/p/best-pools-2026,1.0,REDIRECT (equivalent page),/p/best-pools-2026,,,
/p/672a5a27-2f33-430d-be4f-36c8c868aa09,404,3.0,3,2026-07-12,2026-08-31,0,0,0,0,0,general,False,,0,410,,,,
/p/68674292-2659-4a6f-a3bc-aef2394707f4,404,3.0,3,2026-07-15,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/68af403c-685e-4cce-97d1-d01d632afb05,404,3.0,3,2026-09-08,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/99999,404,3.0,3,2026-08-28,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/999998,404,3.0,3,2026-08-28,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/9999999,404,3.0,3,2026-08-28,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/california,404,3.0,3,2026-08-30,2026-09-08,0,0,0,0,0,general,False,/p/pool-rentals-california,0.5,REDIRECT (equivalent page),/p/pool-rentals-california,,,
/p/categories,404,3.0,3,2026-08-28,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/cleaning-a-green-pool-fast,404,3.0,3,2026-08-27,2026-09-14,0,0,0,0,0,off-topic/maintenance,False,/p/green-pool-water-causes-and-fast-fixes,0.33,410,,,,
/p/elearning-academy-guest-pool-etiquette,404,3.0,3,2026-08-28,2026-09-04,0,0,0,0,0,core,False,/p/elearning-academy-guest-pool-etiquette-guide,1.0,REDIRECT (equivalent page),/p/elearning-academy-guest-pool-etiquette-guide,,,
/p/elearning-academy-revenue-maximization,404,3.0,3,2026-07-27,2026-09-17,0,0,0,0,0,core,False,/p/elearning-academy-maximizing-revenue-upselling-pool-amenities,0.43,410,,,,
/p/heated-pools,404,3.0,3,2026-09-04,2026-09-14,0,0,0,0,0,general,False,/p/heated-pool-rentals,0.5,REDIRECT (equivalent page),/p/heated-pool-rentals,,,
/p/how-much-to-rent-a-pool-for-a-day,404,3.0,3,2026-08-25,2026-09-13,0,0,0,0,0,core,False,/p/how-much-can-i-rent-my-pool-for,0.33,410,,,,
/p/how-to-monetize-your-backyard,404,3.0,3,2026-07-22,2026-09-01,0,0,0,0,0,core,False,/p/howtoturnyourbackyardpoolintoabusinessasset,0.33,410,,,,
/p/how-to-set-up-your-pool-for-hourly-renters,404,3.0,3,2026-08-25,2026-09-21,0,0,0,0,0,core,False,/p/how-to-set-fun-and-effective-pool-rules-for-renters,0.29,410,,,,
/p/las-vegas-nevada-pool-rentals,404,3.0,3,2026-08-10,2026-09-15,0,0,0,0,0,core,False,/p/las-vegas-search-page,0.5,REDIRECT (equivalent page),/p/las-vegas-search-page,,,
/p/login,404,3.0,3,2026-07-14,2026-07-28,0,0,0,0,0,general,False,,0,410,,,,
/p/maintaining-water-quality,404,3.0,3,2026-08-21,2026-09-23,0,0,0,0,0,general,False,/p/balancing-and-maintaining-perfect-water-quality,0.6,REDIRECT (equivalent page),/p/balancing-and-maintaining-perfect-water-quality,,,
/p/maintenance-tips-for-high-traffic-residential-pools,404,3.0,3,2026-09-09,2026-09-15,0,0,0,0,0,general,False,/p/pool-maintenance-tips,0.4,410,,,,
/p/media,404,3.0,3,2026-08-28,2026-09-14,0,0,0,0,0,general,False,/p/elearning-academy-effortless-social-media-management-with-buffer,0.14,410,,,,
/p/orlando,404,3.0,3,2026-07-16,2026-07-31,0,0,0,0,0,general,False,/p/become-a-swimming-pool-host-orlando-fl,0.2,410,,,,
/p/pennsylvania,404,3.0,3,2026-07-16,2026-09-08,0,0,0,0,0,general,False,/p/pool-rentals-pennsylvania,0.5,REDIRECT (equivalent page),/p/pool-rentals-pennsylvania,,,
/p/pool-deck-safety,404,3.0,3,2026-08-14,2026-09-09,0,0,0,0,0,general,False,/p/pool-safety-essentials,0.33,410,,,,
/p/pool-heating-equipment-guide,404,3.0,3,2026-08-07,2026-09-05,0,0,0,0,0,general,False,/p/pool-heating-guide-australia,0.33,410,,,,
/p/pool-host-training-academy,404,3.0,3,2026-07-14,2026-08-27,0,0,0,0,0,core,False,/p/host-training-academy,1.0,REDIRECT (equivalent page),/p/host-training-academy,,,
/p/pool-maintenance-basics,404,3.0,3,2026-08-25,2026-09-13,0,0,0,0,0,general,False,/p/pool-maintenance,0.5,REDIRECT (equivalent page),/p/pool-maintenance,,,
/p/pool-maintenance-tips-for-hosts,404,3.0,3,2026-08-25,2026-09-18,0,0,0,0,0,core,False,/p/pool-maintenance-tips,0.67,REDIRECT (equivalent page),/p/pool-maintenance-tips,,,
/p/pool-rental-for-photoshoots,404,3.0,3,2026-08-25,2026-09-17,0,0,0,0,0,core,False,/p/photoshoots-pool-rental-policy,0.67,REDIRECT (equivalent page),/p/photoshoots-pool-rental-policy,,,
/p/pool-safety-and-liability,404,3.0,3,2026-08-25,2026-09-09,0,0,0,0,0,core,False,/p/pool-safety-essentials,0.33,410 — INSURANCE TOPIC: Derek decides (rule 8),,,,
/p/pool-salt-water-systems,404,3.0,3,2026-08-26,2026-09-14,0,0,0,0,0,off-topic/maintenance,False,/p/cleanwatermanagementforpoolrentals,0.25,410,,,,
/p/private-pool-for-rent-for-a-day,404,3.0,3,2026-08-25,2026-09-23,0,0,0,0,0,core,False,/p/pool-party-ideas-summer-2026,0.29,410,,,,
/p/recover-password,404,3.0,3,2026-09-01,2026-09-25,0,0,0,0,0,general,False,,0,410,,,,
/p/safety-regulations-for-private-pool-hosts,404,3.0,3,2026-09-09,2026-09-14,0,0,0,0,0,core,False,/p/pool-safety-for-hosts,0.5,REDIRECT (equivalent page),/p/pool-safety-for-hosts,,,
/p/swimming-pool-maintenance-101-for-potential-pool-hosts,404,3.0,3,2026-08-25,2026-09-09,0,0,0,0,0,core,False,/p/elearning-academy-swimming-pool-safety-for-hosts,0.25,410,,,,
/p/tags,404,3.0,3,2026-08-28,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/themed-pool-party-ideas-for-adults,404,3.0,3,2026-08-07,2026-09-05,0,0,0,0,0,core,False,/p/pool-party-ideas-summer-2026,0.33,410,,,,
/p/waiver,404,3.0,3,2026-07-11,2026-09-22,0,0,0,0,0,general,False,/p/waiver-generator,0.5,REDIRECT (equivalent page),/p/waiver-generator,,,
/p/2020,404,2.0,2,2026-08-28,2026-08-28,0,0,0,0,0,general,False,,0,410,,,,
/p/67af903c-e9b1-4006-80c3-b946432ee8da,404,2.0,2,2026-08-15,2026-09-23,0,0,0,0,0,general,False,,0,410,,,,
/p/6824d095-051c-42bc-a0dd-829330dcb3c1,404,2.0,2,2026-09-01,2026-09-03,0,0,0,0,0,general,False,,0,410,,,,
/p/68340bdf-07c0-4e71-b622-4501880dca19,404,2.0,2,2026-09-08,2026-09-13,0,0,0,0,0,general,False,,0,410,,,,
/p/6835287a-4fa1-4404-b6fe-ce5c0329bd22,404,2.0,2,2026-09-08,2026-09-25,0,0,0,0,0,general,False,,0,410,,,,
/p/683e3da4-5c0a-4dd7-840b-dc2e7dca0a30,404,2.0,2,2026-08-24,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/684b890d-c489-4666-8c30-783b1519bb57,404,2.0,2,2026-09-08,2026-09-13,0,0,0,0,0,general,False,,0,410,,,,
/p/68821f27-e7c3-42ad-b978-c58212654d9b,404,2.0,2,2026-07-15,2026-09-08,0,0,0,0,0,general,False,,0,410,,,,
/p/68826fec-3b55-42b9-8b49-9aa81064f05c,404,2.0,2,2026-08-02,2026-09-18,0,0,0,0,0,general,False,,0,410,,,,
/p/688472d0-ebd7-49e3-b7ec-48578e5c459e,404,2.0,2,2026-07-18,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/6892b100-e1a6-49d6-81cd-93689e307308,404,2.0,2,2026-07-11,2026-09-13,0,0,0,0,0,general,False,,0,410,,,,
/p/68a16844-c1ad-43f0-b8df-02a81a0f2908,404,2.0,2,2026-07-11,2026-09-08,0,0,0,0,0,general,False,,0,410,,,,
/p/68a21c26-d943-408d-892c-ec974484caa1,404,2.0,2,2026-08-13,2026-08-27,0,0,0,0,0,general,False,,0,410,,,,
/p/68a61224-4b3e-4ab8-bf67-82880386bf0b,404,2.0,2,2026-07-11,2026-08-22,0,0,0,0,0,general,False,,0,410,,,,
/p/68aa1835-d1c9-4998-999a-8f018c5e5e38,404,2.0,2,2026-07-07,2026-08-24,0,0,0,0,0,general,False,,0,410,,,,
/p/68aa343e-fad0-497b-8038-15e3f69ca55b,404,2.0,2,2026-08-12,2026-09-21,0,0,0,0,0,general,False,,0,410,,,,
/p/68aa729a-f407-40bf-9378-56a3a53f31aa,404,2.0,2,2026-08-28,2026-08-30,0,0,0,0,0,general,False,,0,410,,,,
/p/68aad069-e64c-400e-8d6d-5b05bfe7e811,404,2.0,2,2026-07-20,2026-07-22,0,0,0,0,0,general,False,,0,410,,,,
/p/68ac0731-b5de-48ed-9aec-964b50103dea,404,2.0,2,2026-09-14,2026-09-17,0,0,0,0,0,general,False,,0,410,,,,
/p/68b2f9b7-339e-4b8c-98e7-6d34bee78ddf,404,2.0,2,2026-09-14,2026-09-23,0,0,0,0,0,general,False,,0,410,,,,
/p/68bbe212-7274-4a1f-82d3-9a2308ede330,404,2.0,2,2026-09-13,2026-09-17,0,0,0,0,0,general,False,,0,410,,,,
/p/999999,404,2.0,2,2026-09-14,2026-09-14,0,0,0,0,0,general,False,,0,410,,,,
/p/alaska,404,2.0,2,2026-09-08,2026-09-08,0,0,0,0,0,general,False,/p/pool-rentals-alaska,0.5,REDIRECT (equivalent page),/p/pool-rentals-alaska,,,
